################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -4.5526650983718913E+00 a       780     0    33     1    12
 -1.6147304127275048E+00 a       781     0    33     1    13
  1.8644155724603184E+00 a       782     0    33     1    14
 -8.9580571848906185E+00 a       783     0    33     1    15
 -5.1048276936486188E+00 a       784     0    33     1    16
 -1.5974162747640749E-01 a       785     0    33     1    17
 -3.7265906182900359E+00 a       786     0    33     1    18
  5.6331205833969120E+00 a       787     0    33     1    19
 -1.6240807492037619E+00 a       788     0    33     1    20
  1.1023642865956418E+00 a       789     0    33     1    21
 -5.4257596234565133E+00 a       790     0    33     1    22
  2.8614646364731335E+00 a       791     0    33     1    23
  2.0504924330419763E+00 a       792     0    33     1    24
 -4.9597656748491454E+00 a       793     0    34     1     1
  1.6859140749814490E+00 a       794     0    34     1     2
  1.1046494261435415E+01 a       795     0    34     1     3
  5.3987333143066936E+00 a       796     0    34     1     4
  1.8687589567689734E+01 a       797     0    34     1     5
 -2.1802553481975755E+00 a       798     0    34     1     6
  5.2806700385383056E+00 a       799     0    34     1     7
 -6.7519070335857814E+00 a       800     0    34     1     8
  1.2382229577064674E+01 a       801     0    34     1     9
  3.3284593071725532E+00 a       802     0    34     1    10
  6.1674094133285806E-01 a       803     0    34     1    11
 -7.2155667098091785E+00 a       804     0    34     1    12
 -7.2096735512944155E-01 a       805     0    34     1    13
 -6.4266461884297001E+00 a       806     0    34     1    14
 -3.4896172875562272E+00 a       807     0    34     1    15
 -1.1308063060031158E+01 a       808     0    34     1    16
 -9.2059668358405169E+00 a       809     0    34     1    17
 -5.2511149620856861E+00 a       810     0    34     1    18
 -1.2601315498730330E+00 a       811     0    34     1    19
 -2.4563201637345182E+00 a       812     0    34     1    20
  6.2473007052722052E+00 a       813     0    34     1    21
 -1.1593801498631737E+00 a       814     0    34     1    22
 -1.4148248825284432E+01 a       815     0    34     1    23
  4.3966226818502852E-01 a       816     0    34     1    24
  1.4565526434320686E+00 a       817     0    35     1     1
  1.3470788442079124E+01 a       818     0    35     1     2
  3.2015002532557952E+00 a       819     0    35     1     3
  1.6221151888756729E+00 a       820     0    35     1     4
  3.0467506048973236E-01 a       821     0    35     1     5
  4.2340552984299622E+00 a       822     0    35     1     6
 -2.9472595318193093E+00 a       823     0    35     1     7
  7.3679429781326675E+00 a       824     0    35     1     8
  6.3425290897725728E-01 a       825     0    35     1     9
  2.4681488835540105E-01 a       826     0    35     1    10
 -1.3812850569862571E+00 a       827     0    35     1    11
  2.8324795397833378E+00 a       828     0    35     1    12
  9.3149708541624854E-01 a       829     0    35     1    13
  3.2728682029842600E+00 a       830     0    35     1    14
  2.8384401421885248E+00 a       831     0    35     1    15
  5.4454326054720037E-01 a       832     0    35     1    16
 -9.3820360279547366E+00 a       833     0    35     1    17
 -7.0143816841870787E+00 a       834     0    35     1    18
 -9.1479587844390498E+00 a       835     0    35     1    19
 -8.0302856187356362E+00 a       836     0    35     1    20
  4.7828041089675253E+00 a       837     0    35     1    21
  6.4261378865038994E+00 a       838     0    35     1    22
 -9.6352881804253154E-01 a       839     0    35     1    23
  5.4420044353938417E+00 a       840     0    35     1    24
 -3.5071771288313003E+00 a       841     0    36     1     1
  8.5343898743060329E+00 a       842     0    36     1     2
  2.2544598990115889E+00 a       843     0    36     1     3
  8.2211974200311755E-01 a       844     0    36     1     4
 -6.9598148901072543E+00 a       845     0    36     1     5
  5.4842130394344393E+00 a       846     0    36     1     6
  3.9393861590898860E-01 a       847     0    36     1     7
  9.8189353579258754E+00 a       848     0    36     1     8
 -9.3924915979269592E+00 a       849     0    36     1     9
 -7.2822537173536006E-01 a       850     0    36     1    10
 -7.5739811964436763E+00 a       851     0    36     1    11
  6.3423039546870541E+00 a       852     0    36     1    12
  4.6928666670195200E+00 a       853     0    36     1    13
 -1.1132624996084663E+00 a       854     0    36     1    14
  8.7342289127857564E-01 a       855     0    36     1    15
  6.5132799677490825E+00 a       856     0    36     1    16
  3.9768090276067453E-02 a       857     0    36     1    17
  1.2763345141028362E+00 a       858     0    36     1    18
  9.0675762449045827E+00 a       859     0    36     1    19
 -3.7308938369915934E+00 a       860     0    36     1    20
 -4.5674494288008267E+00 a       861     0    36     1    21
  2.5408062896871746E+00 a       862     0    36     1    22
 -4.7199801639990993E+00 a       863     0    36     1    23
 -5.1549410581576351E+00 a       864     0    36     1    24
  7.1871451889938720E-01 a       865     0    37     1     1
  1.9878629114471540E+00 a       866     0    37     1     2
 -2.5842557252480862E+00 a       867     0    37     1     3
  3.0725684557543094E+00 a       868     0    37     1     4
  5.3552965766519351E+00 a       869     0    37     1     5
  6.6047729315424570E+00 a       870     0    37     1     6
 -5.2934767916407326E+00 a       871     0    37     1     7
 -9.0139880615253798E-01 a       872     0    37     1     8
 -9.3286997450798670E-01 a       873     0    37     1     9
 -2.5688517911540889E+00 a       874     0    37     1    10
 -8.0585361533709687E-01 a       875     0    37     1    11
 -5.2024956131079056E+00 a       876     0    37     1    12
  7.7847079308891232E+00 a       877     0    37     1    13
  5.8854077745524842E+00 a       878     0    37     1    14
  4.0325391513867137E+00 a       879     0    37     1    15
 -8.2912168816527139E+00 a       880     0    37     1    16
  5.1074890149469727E+00 a       881     0    37     1    17
 -7.0875325563644349E+00 a       882     0    37     1    18
  1.4235756611063075E+00 a       883     0    37     1    19
  2.1393865174089668E+00 a       884     0    37     1    20
  4.0470535014069515E+00 a       885     0    37     1    21
 -1.2021742254648854E-01 a       886     0    37     1    22
 -2.0976613553436865E+00 a       887     0    37     1    23
  5.3504354863114167E-01 a       888     0    37     1    24
  2.0673868969452265E+00 a       889     0    38     1     1
  9.7328803724320174E+00 a       890     0    38     1     2
  3.3270984432153932E+00 a       891     0    38     1     3
 -4.5447350782220628E+00 a       892     0    38     1     4
 -6.8817530675331273E+00 a       893     0    38     1     5
  8.8245384675187155E-01 a       894     0    38     1     6
  2.3201723404421566E+00 a       895     0    38     1     7
 -1.1602083817865132E+00 a       896     0    38     1     8
 -5.2717582253006219E+00 a       897     0    38     1     9
  5.6181474603391530E+00 a       898     0    38     1    10
 -4.0716451327482766E+00 a       899     0    38     1    11
  1.6210866253923161E+01 a       900     0    38     1    12
 -3.7970799464291904E-01 a       901     0    38     1    13
  6.1901035124924215E+00 a       902     0    38     1    14
  5.4967591808467349E+00 a       903     0    38     1    15
  5.9812052433845970E+00 a       904     0    38     1    16
 -8.0444243927324823E+00 a       905     0    38     1    17
 -4.9242294720631516E+00 a       906     0    38     1    18
 -9.2263554609573060E+00 a       907     0    38     1    19
 -1.1406286360052633E+00 a       908     0    38     1    20
 -3.9587020172968499E+00 a       909     0    38     1    21
 -1.3847607394269137E+00 a       910     0    38     1    22
  3.5115244732511703E+00 a       911     0    38     1    23
 -5.1841858916747938E+00 a       912     0    38     1    24
 -1.1158258074981813E+00 a       913     0    39     1     1
 -5.5231590238336334E+00 a       914     0    39     1     2
  1.0430176781219460E+00 a       915     0    39     1     3
 -5.0898671173875352E+00 a       916     0    39     1     4
 -6.3558963340039174E+00 a       917     0    39     1     5
  2.9901760171377103E+00 a       918     0    39     1     6
  1.1181882610577036E+00 a       919     0    39     1     7
  8.0213087449358311E-01 a       920     0    39     1     8
 -5.6789185658395667E+00 a       921     0    39     1     9
 -4.1033209197585769E+00 a       922     0    39     1    10
 -3.2659251987751849E+00 a       923     0    39     1    11
  1.0590376411929347E+01 a       924     0    39     1    12
  1.4241210129293963E-02 a       925     0    39     1    13
  4.0926521251783150E+00 a       926     0    39     1    14
  4.2938982488912609E+00 a       927     0    39     1    15
  2.6909081491094300E+00 a       928     0    39     1    16
  4.6285338814947030E-01 a       929     0    39     1    17
 -1.5091579621319380E+00 a       930     0    39     1    18
  4.3563287964018549E-01 a       931     0    39     1    19
 -4.4967858915828911E+00 a       932     0    39     1    20
 -1.1101090931315026E+01 a       933     0    39     1    21
  9.8484986547334543E+00 a       934     0    39     1    22
  8.3614402206072391E+00 a       935     0    39     1    23
 -4.6049736347171999E+00 a       936     0    39     1    24
 -3.0974066064203720E+00 a       937     0    40     1     1
  5.0229670524957157E+00 a       938     0    40     1     2
 -5.7878146515082847E+00 a       939     0    40     1     3
  8.4189838731800268E+00 a       940     0    40     1     4
 -4.0328193006143476E+00 a       941     0    40     1     5
  6.1861393242424469E+00 a       942     0    40     1     6
 -5.6340553543695142E+00 a       943     0    40     1     7
  1.8666943397631112E+01 a       944     0    40     1     8
  4.7921286095342479E+00 a       945     0    40     1     9
 -8.0657368578152877E-01 a       946     0    40     1    10
 -6.5762821267845188E+00 a       947     0    40     1    11
 -3.5335531830238311E+00 a       948     0    40     1    12
 -1.5844250892790708E+00 a       949     0    40     1    13
  1.5853185958361216E+00 a       950     0    40     1    14
  1.5297194964803333E+00 a       951     0    40     1    15
 -2.0895622386281163E+00 a       952     0    40     1    16
  1.0094779486971710E-01 a       953     0    40     1    17
 -2.4238968920643038E+00 a       954     0    40     1    18
 -9.8527480796977018E-01 a       955     0    40     1    19
  2.2727900132380099E+00 a       956     0    40     1    20
  3.7029235463719328E+00 a       957     0    40     1    21
 -2.5999040703201839E+00 a       958     0    40     1    22
  7.6095959276212310E-01 a       959     0    40     1    23
 -7.6324807273212614E-01 a       960     0    40     1    24
 -3.8312659244806886E+00 a       961     0    41     1     1
  2.1520325590583460E+00 a       962     0    41     1     2
  5.5264463339520002E+00 a       963     0    41     1     3
 -3.5007140822458549E+00 a       964     0    41     1     4
 -3.6641812056835904E-01 a       965     0    41     1     5
 -1.3771161987099745E+00 a       966     0    41     1     6
  3.0641556786124049E+00 a       967     0    41     1     7
 -2.0917082767831214E+00 a       968     0    41     1     8
  8.5619268722635873E+00 a       969     0    41     1     9
 -9.3309162892444963E-01 a       970     0    41     1    10
 -3.7060294721219962E+00 a       971     0    41     1    11
  2.1716741063007778E+00 a       972     0    41     1    12
  1.6266848453818674E+00 a       973     0    41     1    13
  1.1723975042649750E+01 a       974     0    41     1    14
 -3.8572295358438874E-01 a       975     0    41     1    15
  3.4103150785223280E-01 a       976     0    41     1    16
 -6.3699818835012412E-01 a       977     0    41     1    17
 -6.6283760171080219E-01 a       978     0    41     1    18
  4.3688116219500248E+00 a       979     0    41     1    19
 -6.9958634057359124E+00 a       980     0    41     1    20
 -3.5173427818007670E+00 a       981     0    41     1    21
 -4.6828843866619092E+00 a       982     0    41     1    22
  2.4709850584452271E+00 a       983     0    41     1    23
  4.2547389391633743E+00 a       984     0    41     1    24
 -1.1554193445127363E+00 a       985     0    42     1     1
  9.2001039640177762E+00 a       986     0    42     1     2
  5.4830078014597410E+00 a       987     0    42     1     3
  4.3058092793049578E+00 a       988     0    42     1     4
  6.4008882690066893E-01 a       989     0    42     1     5
  1.9245726328780531E+01 a       990     0    42     1     6
 -2.3103922126844108E+00 a       991     0    42     1     7
  1.6832796306167776E+01 a       992     0    42     1     8
  3.7745565512203019E+00 a       993     0    42     1     9
  2.5548053125023968E+00 a       994     0    42     1    10
 -5.1534741938560424E-01 a       995     0    42     1    11
 -3.7188866499095465E+00 a       996     0    42     1    12
 -1.3192956761484498E+00 a       997     0    42     1    13
 -1.5522135224948557E+00 a       998     0    42     1    14
  1.9817971675540098E+00 a       999     0    42     1    15
 -6.5969672293691195E+00 a      1000     0    42     1    16
 -2.9131716049261036E+00 a      1001     0    42     1    17
 -8.8615674848675230E-01 a      1002     0    42     1    18
  3.0000394451197687E+00 a      1003     0    42     1    19
 -3.6140203262554320E+00 a      1004     0    42     1    20
  9.8600461384321270E-01 a      1005     0    42     1    21
 -8.8859009588584819E+00 a      1006     0    42     1    22
  1.4043145565164137E+00 a      1007     0    42     1    23
  2.8216643536371775E+00 a      1008     0    42     1    24
  3.1409157294636074E+00 a      1009     0    43     1     1
 -1.7962697987650240E+00 a      1010     0    43     1     2
  7.1309533898116317E+00 a      1011     0    43     1     3
 -2.7071059441473183E-01 a      1012     0    43     1     4
 -3.0799724540709681E+00 a      1013     0    43     1     5
  4.0931418394752145E-01 a      1014     0    43     1     6
  1.2311718240903486E+00 a      1015     0    43     1     7
 -8.8947941864271804E+00 a      1016     0    43     1     8
 -2.4491909101109108E+00 a      1017     0    43     1     9
  1.3959810408865374E+00 a      1018     0    43     1    10
 -2.6844056156505776E+00 a      1019     0    43     1    11
  2.8375153081078515E+00 a      1020     0    43     1    12
 -4.1839563281839407E+00 a      1021     0    43     1    13
  4.2068323364140070E-01 a      1022     0    43     1    14
  5.8177375523798736E-01 a      1023     0    43     1    15
 -1.5707951656592576E+00 a      1024     0    43     1    16
 -4.3222900778381499E+00 a      1025     0    43     1    17
  4.1753872497600337E+00 a      1026     0    43     1    18
  4.9339068794690428E+00 a      1027     0    43     1    19
 -7.3191147662961233E+00 a      1028     0    43     1    20
 -1.2084233680283087E+00 a      1029     0    43     1    21
 -4.9996008951263615E+00 a      1030     0    43     1    22
 -2.5094452401607117E+00 a      1031     0    43     1    23
  3.2835904757599805E+00 a      1032     0    43     1    24
 -7.6121799812463822E-02 a      1033     0    44     1     1
 -2.4783721352818153E+00 a      1034     0    44     1     2
  3.3557842085130059E+00 a      1035     0    44     1     3
 -5.6497992935442092E+00 a      1036     0    44     1     4
 -4.9201861467681764E+00 a      1037     0    44     1     5
  2.5221228603060979E+00 a      1038     0    44     1     6
  1.7136671344224561E+00 a      1039     0    44     1     7
 -7.2594256494693008E+00 a      1040     0    44     1     8
  5.7946169946488775E+00 a      1041     0    44     1     9
  5.5173929814337850E+00 a      1042     0    44     1    10
  3.9001661466195348E+00 a      1043     0    44     1    11
  1.4733055421559345E+00 a      1044     0    44     1    12
  4.5769319351775826E+00 a      1045     0    44     1    13
  1.4783242304290762E+00 a      1046     0    44     1    14
  6.3416653340954321E+00 a      1047     0    44     1    15
  1.6004541217885475E+00 a      1048     0    44     1    16
 -1.8285602791312979E+01 a      1049     0    44     1    17
  2.7836466362233936E+00 a      1050     0    44     1    18
  4.8957111924413290E+00 a      1051     0    44     1    19
  3.0918697528217960E+00 a      1052     0    44     1    20
  5.6287025213655166E+00 a      1053     0    44     1    21
  6.6486447077122603E+00 a      1054     0    44     1    22
  9.5188035951680021E+00 a      1055     0    44     1    23
 -9.5013661149854354E+00 a      1056     0    44     1    24
  1.0332355882473681E+00 a      1057     0    45     1     1
  3.5750360913615138E+00 a      1058     0    45     1     2
  8.3537385203563446E+00 a      1059     0    45     1     3
 -2.1888188634306909E+00 a      1060     0    45     1     4
  8.1883852674008804E+00 a      1061     0    45     1     5
  3.1414412873383650E+00 a      1062     0    45     1     6
 -6.3361679127127797E+00 a      1063     0    45     1     7
  6.1924058798457624E+00 a      1064     0    45     1     8
 -8.1568609307617592E+00 a      1065     0    45     1     9
  1.3095653274643755E+00 a      1066     0    45     1    10
 -6.7224514210912600E+00 a      1067     0    45     1    11
 -9.2134190316551123E+00 a      1068     0    45     1    12
  1.6307877239617721E+00 a      1069     0    45     1    13
  1.9196703546416745E+00 a      1070     0    45     1    14
  2.1776267845204607E+00 a      1071     0    45     1    15
 -7.1222367591690172E-01 a      1072     0    45     1    16
 -6.9050163112398550E+00 a      1073     0    45     1    17
  1.9325094819645683E+00 a      1074     0    45     1    18
  4.3959640529802417E+00 a      1075     0    45     1    19
 -3.6402370841938660E+00 a      1076     0    45     1    20
 -8.2718601571376151E+00 a      1077     0    45     1    21
 -1.1360675171431303E+01 a      1078     0    45     1    22
 -9.8164213120864794E+00 a      1079     0    45     1    23
 -6.1000805548167261E+00 a      1080     0    45     1    24
 -3.7497511858198265E+00 a      1081     0    46     1     1
  2.9247969530318976E+00 a      1082     0    46     1     2
 -2.3959862414090414E+00 a      1083     0    46     1     3
  4.6030888460541117E+00 a      1084     0    46     1     4
  1.0852542141847163E+01 a      1085     0    46     1     5
  1.6514481908741621E-01 a      1086     0    46     1     6
 -1.0334693106965965E+01 a      1087     0    46     1     7
  6.4424610640672775E+00 a      1088     0    46     1     8
 -2.5705609181231792E+00 a      1089     0    46     1     9
  6.1705393546570235E+00 a      1090     0    46     1    10
  2.4857298231965639E+00 a      1091     0    46     1    11
 -1.4625647907974608E+01 a      1092     0    46     1    12
 -6.9187182813369379E+00 a      1093     0    46     1    13
 -3.0151859349469392E+00 a      1094     0    46     1    14
 -2.0987754491341701E+00 a      1095     0    46     1    15
  5.2170042683217579E+00 a      1096     0    46     1    16
  2.2988679495463842E+00 a      1097     0    46     1    17
  3.3338777386267306E+00 a      1098     0    46     1    18
  5.9183920141179520E+00 a      1099     0    46     1    19
  9.7561849379419474E+00 a      1100     0    46     1    20
  1.3211126553942991E+00 a      1101     0    46     1    21
 -5.3550424766732814E+00 a      1102     0    46     1    22
 -3.9243332650747940E+00 a      1103     0    46     1    23
  4.7045233260575259E+00 a      1104     0    46     1    24
 -5.6037072685293206E+00 a      1105     0    47     1     1
  7.8218767438275076E+00 a      1106     0    47     1     2
 -1.2027266061562740E+00 a      1107     0    47     1     3
  5.0524028722597265E+00 a      1108     0    47     1     4
 -3.2848822174222425E+00 a      1109     0    47     1     5
  3.6372078984679908E+00 a      1110     0    47     1     6
 -5.0116909650016361E-01 a      1111     0    47     1     7
  1.0571988173492750E+01 a      1112     0    47     1     8
  5.6592612512571465E+00 a      1113     0    47     1     9
 -8.8355284942830075E+00 a      1114     0    47     1    10
  2.3830796176063620E+00 a      1115     0    47     1    11
 -8.5965489197516440E+00 a      1116     0    47     1    12
 -4.5776970573711200E+00 a      1117     0    47     1    13
 -2.3738110080791213E+00 a      1118     0    47     1    14
 -3.6830163972899017E+00 a      1119     0    47     1    15
 -1.0302007935018979E+01 a      1120     0    47     1    16
 -3.3017834205914141E+00 a      1121     0    47     1    17
 -1.0595652926010892E+00 a      1122     0    47     1    18
 -5.8638070772777970E+00 a      1123     0    47     1    19
  6.4093079446701893E+00 a      1124     0    47     1    20
  8.6763245046385631E+00 a      1125     0    47     1    21
 -5.6597935449376227E+00 a      1126     0    47     1    22
 -5.1358292984556586E-01 a      1127     0    47     1    23
 -2.4166742914053150E+00 a      1128     0    47     1    24
 -1.9549487745604321E+00 a      1129     0    48     1     1
  1.3676336146679782E+00 a      1130     0    48     1     2
 -1.6192236831465576E+00 a      1131     0    48     1     3
 -8.6392181867412865E-01 a      1132     0    48     1     4
  2.7673444687558164E+00 a      1133     0    48     1     5
 -2.5624182122521479E+00 a      1134     0    48     1     6
 -2.8278190814850195E+00 a      1135     0    48     1     7
  2.4617249196302540E+00 a      1136     0    48     1     8
  4.8494810325101518E+00 a      1137     0    48     1     9
  8.5976741252960243E-01 a      1138     0    48     1    10
  2.1530194903501396E+00 a      1139     0    48     1    11
 -2.5122346431797724E+00 a      1140     0    48     1    12
  8.6421205794576021E+00 a      1141     0    48     1    13
  1.7733473689056822E+00 a      1142     0    48     1    14
 -1.1436990066835286E+01 a      1143     0    48     1    15
  4.5209634750301850E+00 a      1144     0    48     1    16
 -2.8175047221985494E+00 a      1145     0    48     1    17
  4.5029423267474528E-01 a      1146     0    48     1    18
 -1.0686457177406727E+00 a      1147     0    48     1    19
  7.7805507350276333E+00 a      1148     0    48     1    20
  2.0952665812283292E-01 a      1149     0    48     1    21
 -2.3498622547876336E+00 a      1150     0    48     1    22
  1.6678828544438640E+00 a      1151     0    48     1    23
 -2.2437929739208790E-01 a      1152     0    48     1    24
  1.0904278883693333E+01 a      1153     0    49     1     1
 -1.8623200754729152E+00 a      1154     0    49     1     2
 -1.1423424036224015E+00 a      1155     0    49     1     3
  2.4123485068826369E+00 a      1156     0    49     1     4
 -6.4996602085303303E+00 a      1157     0    49     1     5
  1.0166809114285715E+00 a      1158     0    49     1     6
  6.5284106899416827E-01 a      1159     0    49     1     7
  7.2418382681550719E+00 a      1160     0    49     1     8
 -1.3459996240087817E+01 a      1161     0    49     1     9
 -1.2191284028984617E+00 a      1162     0    49     1    10
 -1.1948618628733463E+01 a      1163     0    49     1    11
  9.2410729483451650E+00 a      1164     0    49     1    12
  5.0703435069204241E+00 a      1165     0    49     1    13
  2.3617441321145085E+00 a      1166     0    49     1    14
 -5.7066832104112324E+00 a      1167     0    49     1    15
  5.7742338502059383E+00 a      1168     0    49     1    16
  9.3989235385859846E+00 a      1169     0    49     1    17
 -1.2520939313090745E-01 a      1170     0    49     1    18
  6.4255791776797344E-01 a      1171     0    49     1    19
  8.5559390180012898E+00 a      1172     0    49     1    20
 -2.9372636666327905E+00 a      1173     0    49     1    21
  4.8284624990821765E+00 a      1174     0    49     1    22
 -5.7763941832302192E+00 a      1175     0    49     1    23
 -3.1584480120976570E+00 a      1176     0    49     1    24
 -1.0842557708170894E+01 a      1177     0    50     1     1
 -1.0782508540896676E+00 a      1178     0    50     1     2
  2.1673281933975357E+00 a      1179     0    50     1     3
  3.5502782235465022E+00 a      1180     0    50     1     4
  2.8948821615744200E+00 a      1181     0    50     1     5
  1.9605368279190696E+00 a      1182     0    50     1     6
 -3.3471435462564108E+00 a      1183     0    50     1     7
  3.4427456596695833E+00 a      1184     0    50     1     8
  8.7804512006614388E+00 a      1185     0    50     1     9
  7.0898891218319244E+00 a      1186     0    50     1    10
  7.4769508198213142E-01 a      1187     0    50     1    11
 -8.1369808334364322E+00 a      1188     0    50     1    12
 -8.0259502302881192E+00 a      1189     0    50     1    13
 -4.0270167745908587E+00 a      1190     0    50     1    14
 -1.5234419703897721E+00 a      1191     0    50     1    15
 -4.6255553003887089E+00 a      1192     0    50     1    16
 -6.5635910037613521E-01 a      1193     0    50     1    17
  1.4897183983795975E+01 a      1194     0    50     1    18
  1.2426310126563342E+00 a      1195     0    50     1    19
 -1.0751522904632154E+00 a      1196     0    50     1    20
 -3.0564503858654910E+00 a      1197     0    50     1    21
  6.2466987638688902E+00 a      1198     0    50     1    22
 -4.1235272497721116E+00 a      1199     0    50     1    23
  5.0560138914121850E+00 a      1200     0    50     1    24
 -3.6727987704125424E+00 a      1201     0    51     1     1
  3.0505846904604565E+00 a      1202     0    51     1     2
 -5.9095698345325118E+00 a      1203     0    51     1     3
 -6.6907259551579612E+00 a      1204     0    51     1     4
 -2.1405155528929050E+00 a      1205     0    51     1     5
 -5.3401396087187933E+00 a      1206     0    51     1     6
 -4.3462764434418020E+00 a      1207     0    51     1     7
 -1.9182193228240429E+00 a      1208     0    51     1     8
 -1.2023276271867953E+01 a      1209     0    51     1     9
  5.4161229744775437E+00 a      1210     0    51     1    10
 -2.2393488708597129E+00 a      1211     0    51     1    11
 -2.5691376510365050E+01 a      1212     0    51     1    12
 -4.4528080727274251E+00 a      1213     0    51     1    13
 -2.5064918106036931E+00 a      1214     0    51     1    14
 -3.4712886987407039E+00 a      1215     0    51     1    15
 -1.0830430583795016E+01 a      1216     0    51     1    16
  3.0786933848046094E+00 a      1217     0    51     1    17
 -1.0688031355767421E+01 a      1218     0    51     1    18
  1.7173343337260190E+00 a      1219     0    51     1    19
  8.2909877244017132E+00 a      1220     0    51     1    20
 -3.2120349874273275E+00 a      1221     0    51     1    21
 -1.6163500844109322E+00 a      1222     0    51     1    22
  6.0511624187591249E+00 a      1223     0    51     1    23
  4.0899306258564820E+00 a      1224     0    51     1    24
 -2.6804507409448353E-01 a      1225     0    52     1     1
 -3.8403202693857357E+00 a      1226     0    52     1     2
  6.1762383196180402E+00 a      1227     0    52     1     3
  5.7389356820070070E+00 a      1228     0    52     1     4
  1.2011976520971338E+01 a      1229     0    52     1     5
 -7.8291457373948550E+00 a      1230     0    52     1     6
 -9.4051509364961994E-01 a      1231     0    52     1     7
 -7.2108387471301265E+00 a      1232     0    52     1     8
  9.1615464450570769E+00 a      1233     0    52     1     9
 -8.4991708747048644E+00 a      1234     0    52     1    10
 -1.0422048877024695E+01 a      1235     0    52     1    11
  4.3443464869480382E+00 a      1236     0    52     1    12
 -8.4606597542414252E-01 a      1237     0    52     1    13
  1.0448811004369236E+00 a      1238     0    52     1    14
 -7.2553702907796360E+00 a      1239     0    52     1    15
 -1.3954529183344579E+01 a      1240     0    52     1    16
 -1.1768882541868354E+01 a      1241     0    52     1    17
 -4.3406627472991524E+00 a      1242     0    52     1    18
  2.3820174611162050E+00 a      1243     0    52     1    19
  5.4739145116720300E-01 a      1244     0    52     1    20
  7.3136865670095774E-01 a      1245     0    52     1    21
  2.7163221399756416E+00 a      1246     0    52     1    22
 -9.8861943145191802E+00 a      1247     0    52     1    23
 -2.9232088964251921E+00 a      1248     0    52     1    24
  7.8688377156723703E+00 a      1249     0    53     1     1
  1.2229154977631584E+01 a      1250     0    53     1     2
  2.2354106542554075E+00 a      1251     0    53     1     3
  3.3549631534126538E+00 a      1252     0    53     1     4
 -1.6025092941270880E-01 a      1253     0    53     1     5
  5.4491157082883825E+00 a      1254     0    53     1     6
  1.3063130747700349E+00 a      1255     0    53     1     7
 -8.6578021476603944E+00 a      1256     0    53     1     8
  2.6391109954084548E+00 a      1257     0    53     1     9
 -2.1622223641904563E+00 a      1258     0    53     1    10
 -9.5761613678211299E-01 a      1259     0    53     1    11
 -2.7349403545789608E+00 a      1260     0    53     1    12
  7.8519152856171270E-01 a      1261     0    53     1    13
  3.6705556894845075E+00 a      1262     0    53     1    14
  2.4531064832555614E+00 a      1263     0    53     1    15
  5.6529694203960110E+00 a      1264     0    53     1    16
  3.9617881483337394E+00 a      1265     0    53     1    17
  8.8563592009007419E-01 a      1266     0    53     1    18
 -1.8004580144989994E+00 a      1267     0    53     1    19
 -3.9080054158289426E+00 a      1268     0    53     1    20
 -6.3865483921197006E+00 a      1269     0    53     1    21
  4.3526768572900227E+00 a      1270     0    53     1    22
 -3.4458594130380935E+00 a      1271     0    53     1    23
 -2.1842641358823460E+00 a      1272     0    53     1    24
 -5.0845428086193154E+00 a      1273     0    54     1     1
  8.0516426918133952E+00 a      1274     0    54     1     2
 -1.3271765061976659E+00 a      1275     0    54     1     3
 -5.4850576887480473E+00 a      1276     0    54     1     4
 -4.8449638716306467E+00 a      1277     0    54     1     5
 -1.2882382555626071E+01 a      1278     0    54     1     6
 -4.9867301117327822E-01 a      1279     0    54     1     7
  1.8295975631067165E+00 a      1280     0    54     1     8
 -9.1415015933636585E+00 a      1281     0    54     1     9
  9.5999729507032914E+00 a      1282     0    54     1    10
 -5.6855280632202261E+00 a      1283     0    54     1    11
 -2.1317009136656280E+00 a      1284     0    54     1    12
  1.0996833884362950E+01 a      1285     0    54     1    13
  3.3779406211934506E+00 a      1286     0    54     1    14
 -5.8944936478272050E+00 a      1287     0    54     1    15
 -1.8933358589354090E+00 a      1288     0    54     1    16
  6.7546210040382109E+00 a      1289     0    54     1    17
  1.2546595206530697E-01 a      1290     0    54     1    18
 -9.1621546210955784E-01 a      1291     0    54     1    19
 -5.6228319059639942E+00 a      1292     0    54     1    20
 -1.5457888727639430E+01 a      1293     0    54     1    21
  1.2752585168059497E+01 a      1294     0    54     1    22
 -8.4727681360312488E+00 a      1295     0    54     1    23
  4.2973996945933477E+00 a      1296     0    54     1    24
  1.9202105811993619E-01 a      1297     0    55     1     1
  6.3692247479081479E+00 a      1298     0    55     1     2
 -6.3858443435125842E+00 a      1299     0    55     1     3
  7.0979641905996815E-01 a      1300     0    55     1     4
  1.2146095419400677E+01 a      1301     0    55     1     5
  5.1704176144498186E+00 a      1302     0    55     1     6
 -2.9572270402786112E+00 a      1303     0    55     1     7
 -4.4044350023374159E+00 a      1304     0    55     1     8
  3.9926251622960507E+00 a      1305     0    55     1     9
 -4.9019231700085877E+00 a      1306     0    55     1    10
