################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.7121470762126916E+00 a      2655     0   111     1    15
 -3.4793647395439957E+00 a      2656     0   111     1    16
 -2.7841877511015909E+00 a      2657     0   111     1    17
 -3.8539068066394794E-01 a      2658     0   111     1    18
 -2.5400342004740017E+00 a      2659     0   111     1    19
  5.4624470149440958E+00 a      2660     0   111     1    20
  1.4878151315800643E+00 a      2661     0   111     1    21
 -1.7831068112749622E+00 a      2662     0   111     1    22
  1.8247776052728510E+00 a      2663     0   111     1    23
 -1.8898864652037592E+00 a      2664     0   111     1    24
  6.9206596029061949E+00 a      2665     0   112     1     1
 -1.9441231021994856E+01 a      2666     0   112     1     2
  5.7792776941063384E-01 a      2667     0   112     1     3
 -6.4848613262206927E+00 a      2668     0   112     1     4
 -3.9218332617423881E+00 a      2669     0   112     1     5
  2.6381350003842345E+00 a      2670     0   112     1     6
 -6.2400484336496325E+00 a      2671     0   112     1     7
  3.2303821407191909E-02 a      2672     0   112     1     8
 -2.5252692302449633E+00 a      2673     0   112     1     9
 -3.3970115147097109E+00 a      2674     0   112     1    10
  4.6563139038719301E+00 a      2675     0   112     1    11
 -6.9725347856233222E-01 a      2676     0   112     1    12
 -6.1933114714861617E+00 a      2677     0   112     1    13
  5.0624794788464031E+00 a      2678     0   112     1    14
  3.6863922113730987E+00 a      2679     0   112     1    15
 -1.2266278549521919E+01 a      2680     0   112     1    16
  4.8440123332409799E+00 a      2681     0   112     1    17
  3.4210556994745183E+00 a      2682     0   112     1    18
 -9.4509909399515220E+00 a      2683     0   112     1    19
 -1.5962307934464173E+01 a      2684     0   112     1    20
 -5.4126960100365711E+00 a      2685     0   112     1    21
  6.3494334986121013E+00 a      2686     0   112     1    22
  4.2308668827294325E+00 a      2687     0   112     1    23
 -2.5410521679417033E+00 a      2688     0   112     1    24
 -1.6833165249271760E+00 a      2689     0   113     1     1
 -1.9183531289951377E+00 a      2690     0   113     1     2
 -1.5028626954056066E+00 a      2691     0   113     1     3
  3.2455471761408350E+00 a      2692     0   113     1     4
 -6.1827215917623787E-02 a      2693     0   113     1     5
 -2.7910712738786780E-01 a      2694     0   113     1     6
  1.3257524368889531E+00 a      2695     0   113     1     7
 -1.8677632257339056E+00 a      2696     0   113     1     8
 -3.2906302911123797E+00 a      2697     0   113     1     9
 -2.2066754868321050E+00 a      2698     0   113     1    10
  1.6199228369166367E+00 a      2699     0   113     1    11
  8.9948061817460556E-01 a      2700     0   113     1    12
 -2.4481909440847032E+00 a      2701     0   113     1    13
  1.8578455396288476E-01 a      2702     0   113     1    14
 -1.0434818179219394E+00 a      2703     0   113     1    15
  8.2618423671515007E-02 a      2704     0   113     1    16
  2.3529305265696103E+00 a      2705     0   113     1    17
 -1.2423547722485360E+00 a      2706     0   113     1    18
 -8.7766082915110810E-01 a      2707     0   113     1    19
 -5.5755327189581239E-01 a      2708     0   113     1    20
  1.6229530707393862E+00 a      2709     0   113     1    21
 -3.3637885839482184E-02 a      2710     0   113     1    22
 -2.7802131493060195E-01 a      2711     0   113     1    23
 -4.5293562865748105E-01 a      2712     0   113     1    24
 -3.0277287113357936E+00 a      2713     0   114     1     1
 -9.5257826764244360E+00 a      2714     0   114     1     2
 -1.1721468281192433E+00 a      2715     0   114     1     3
  7.6845494080719123E-01 a      2716     0   114     1     4
  3.4767718596226134E+00 a      2717     0   114     1     5
 -8.1088485335649652E-01 a      2718     0   114     1     6
 -3.0095547263375733E+00 a      2719     0   114     1     7
 -7.1976652304231359E-01 a      2720     0   114     1     8
  1.9422345550416786E+00 a      2721     0   114     1     9
 -1.4249816619323379E+00 a      2722     0   114     1    10
  7.9876743744110597E+00 a      2723     0   114     1    11
  1.3025203694940650E+00 a      2724     0   114     1    12
  3.0627034390756456E+00 a      2725     0   114     1    13
  1.8667343334977662E+00 a      2726     0   114     1    14
 -1.9256167280676277E+00 a      2727     0   114     1    15
  4.2337298541685442E+00 a      2728     0   114     1    16
  6.9512940957171834E+00 a      2729     0   114     1    17
 -6.6347272464157267E-02 a      2730     0   114     1    18
 -4.1261698512608538E+00 a      2731     0   114     1    19
 -1.5418545130860806E+00 a      2732     0   114     1    20
 -2.2307900575417769E+00 a      2733     0   114     1    21
  4.4150064287684010E-01 a      2734     0   114     1    22
  7.4019731619344284E+00 a      2735     0   114     1    23
  1.0131890354081117E+00 a      2736     0   114     1    24
 -1.5158218628669162E+00 a      2737     0   115     1     1
 -5.2904354034240280E+00 a      2738     0   115     1     2
 -2.9673119751663428E+00 a      2739     0   115     1     3
  7.2949778704962664E-01 a      2740     0   115     1     4
  6.5119768268769498E+00 a      2741     0   115     1     5
 -9.1487429080474983E-02 a      2742     0   115     1     6
 -7.7356995133656250E+00 a      2743     0   115     1     7
 -4.4682026788358309E+00 a      2744     0   115     1     8
  9.7727601240283135E-01 a      2745     0   115     1     9
 -2.2067781576954877E+00 a      2746     0   115     1    10
  9.5576764183439433E-01 a      2747     0   115     1    11
 -8.9465808375570177E-01 a      2748     0   115     1    12
 -4.1311154424911107E+00 a      2749     0   115     1    13
 -5.0987656938848036E-01 a      2750     0   115     1    14
  2.5418936605820552E+00 a      2751     0   115     1    15
 -3.3966103225779225E+00 a      2752     0   115     1    16
  1.5409783095679986E+01 a      2753     0   115     1    17
  7.4146099147262456E-01 a      2754     0   115     1    18
 -7.9619919278224822E+00 a      2755     0   115     1    19
  7.2983102894568512E+00 a      2756     0   115     1    20
 -1.7400316559194484E+00 a      2757     0   115     1    21
  4.5569215287927936E+00 a      2758     0   115     1    22
 -7.4456766373898775E+00 a      2759     0   115     1    23
  7.4034324152734916E+00 a      2760     0   115     1    24
  3.8108334118207010E-01 a      2761     0   116     1     1
 -1.1475112438258301E+00 a      2762     0   116     1     2
 -1.1482621681759215E+00 a      2763     0   116     1     3
 -5.9360637248226700E-01 a      2764     0   116     1     4
  3.3299571356493252E-01 a      2765     0   116     1     5
 -9.0896544973400373E-01 a      2766     0   116     1     6
 -1.2144686285018089E+00 a      2767     0   116     1     7
  1.1542144354777546E+00 a      2768     0   116     1     8
 -9.0265226242189422E-01 a      2769     0   116     1     9
 -1.3079876696346187E+00 a      2770     0   116     1    10
  5.9746151485603971E-01 a      2771     0   116     1    11
  2.0987701525847671E+00 a      2772     0   116     1    12
  3.9001819731260540E-01 a      2773     0   116     1    13
  1.1351515999489676E+00 a      2774     0   116     1    14
 -2.7922712757572672E+00 a      2775     0   116     1    15
 -1.4815165927536644E-01 a      2776     0   116     1    16
  1.4297059331967736E+00 a      2777     0   116     1    17
  3.3034669944889544E-02 a      2778     0   116     1    18
  5.7687899586344205E-01 a      2779     0   116     1    19
 -2.0869766496606270E+00 a      2780     0   116     1    20
  1.5255331867760407E+00 a      2781     0   116     1    21
 -6.1715715591723519E-01 a      2782     0   116     1    22
 -8.2168121916269510E-01 a      2783     0   116     1    23
 -8.7961071408940295E-01 a      2784     0   116     1    24
 -3.4927879392156602E+00 a      2785     0   117     1     1
 -4.4196205725273163E+00 a      2786     0   117     1     2
  3.4129342835276116E-01 a      2787     0   117     1     3
  8.4474754512335645E-02 a      2788     0   117     1     4
  3.3955350153963781E-01 a      2789     0   117     1     5
 -1.3108247316549779E+00 a      2790     0   117     1     6
  1.5956843475496951E+00 a      2791     0   117     1     7
  1.8163487741657729E+00 a      2792     0   117     1     8
  1.0062656599483142E+00 a      2793     0   117     1     9
 -3.5212130071473617E+00 a      2794     0   117     1    10
  2.8634303304558482E+00 a      2795     0   117     1    11
  1.9185092920753846E+00 a      2796     0   117     1    12
 -6.5870658270974569E-01 a      2797     0   117     1    13
 -2.4669042993170680E+00 a      2798     0   117     1    14
 -1.4924684952854381E-01 a      2799     0   117     1    15
  3.6895780615723845E+00 a      2800     0   117     1    16
  9.6493050236793003E+00 a      2801     0   117     1    17
 -1.2236895510471637E+00 a      2802     0   117     1    18
  3.8750333217187949E-01 a      2803     0   117     1    19
 -1.3647628876557321E+00 a      2804     0   117     1    20
  1.6095718961602395E-01 a      2805     0   117     1    21
  2.5325617893547738E+00 a      2806     0   117     1    22
 -8.8163053101744515E-01 a      2807     0   117     1    23
 -1.2994650989081933E+00 a      2808     0   117     1    24
  4.4119073891466948E-01 a      2809     0   118     1     1
  2.7207402334234052E+00 a      2810     0   118     1     2
  1.3486488011503825E+00 a      2811     0   118     1     3
 -5.6605271135647435E+00 a      2812     0   118     1     4
  6.1582172346358233E-01 a      2813     0   118     1     5
  2.9336625434824501E+00 a      2814     0   118     1     6
  1.5427296282854230E+00 a      2815     0   118     1     7
 -3.5003674478326979E-01 a      2816     0   118     1     8
  2.4327228606257676E+00 a      2817     0   118     1     9
  2.8862101906780996E-01 a      2818     0   118     1    10
 -5.8658322142671242E+00 a      2819     0   118     1    11
 -4.0474069694784315E-01 a      2820     0   118     1    12
  7.8360374502657071E-01 a      2821     0   118     1    13
 -5.8687975953483464E+00 a      2822     0   118     1    14
 -3.8563165726419339E+00 a      2823     0   118     1    15
  3.5802442181357859E+00 a      2824     0   118     1    16
 -1.1298787601350455E-01 a      2825     0   118     1    17
  1.7503329325707699E+00 a      2826     0   118     1    18
  1.8588962867452086E+00 a      2827     0   118     1    19
  2.3762575097827829E+00 a      2828     0   118     1    20
 -1.4833199182504195E+00 a      2829     0   118     1    21
 -3.0902647509507386E-01 a      2830     0   118     1    22
 -1.0396506067907565E-01 a      2831     0   118     1    23
  7.3821381620522997E-01 a      2832     0   118     1    24
  1.3138896650523815E+00 a      2833     0   119     1     1
  6.3905122773179723E-01 a      2834     0   119     1     2
 -3.8764280729569822E-01 a      2835     0   119     1     3
  6.2284197666138991E-02 a      2836     0   119     1     4
  7.8163816450160267E-02 a      2837     0   119     1     5
  3.4341393096032333E-02 a      2838     0   119     1     6
  7.7181583882680274E-02 a      2839     0   119     1     7
  8.0815513174249198E-01 a      2840     0   119     1     8
 -5.6377493436144865E-01 a      2841     0   119     1     9
  8.0413841591823654E-01 a      2842     0   119     1    10
  7.8508377975197363E-01 a      2843     0   119     1    11
  2.1400548371629255E-01 a      2844     0   119     1    12
  2.8665717000192076E-01 a      2845     0   119     1    13
  4.6299043702031544E-03 a      2846     0   119     1    14
  5.6628522899944078E-01 a      2847     0   119     1    15
  5.0939012248206239E-01 a      2848     0   119     1    16
  1.0988894048001268E+00 a      2849     0   119     1    17
 -8.7196539785982086E-01 a      2850     0   119     1    18
 -4.4804337340535239E-01 a      2851     0   119     1    19
 -1.3277021793991783E+00 a      2852     0   119     1    20
 -8.2488831196929768E-01 a      2853     0   119     1    21
  5.5673533596284219E-01 a      2854     0   119     1    22
 -1.0396715124474135E-01 a      2855     0   119     1    23
 -2.3443925014242556E-01 a      2856     0   119     1    24
  4.0548475757300562E+00 a      2857     0   120     1     1
 -5.1676645716962977E+00 a      2858     0   120     1     2
 -2.5055920701408851E+00 a      2859     0   120     1     3
  1.8789142266961174E+00 a      2860     0   120     1     4
  3.3829841873038441E-01 a      2861     0   120     1     5
  5.7067377062852920E-01 a      2862     0   120     1     6
  4.8722914148332768E+00 a      2863     0   120     1     7
 -2.2101131892077208E+00 a      2864     0   120     1     8
 -1.8823176651103055E-01 a      2865     0   120     1     9
  8.2585864507397910E-02 a      2866     0   120     1    10
 -4.1936580081279198E+00 a      2867     0   120     1    11
 -3.6455098221164806E-01 a      2868     0   120     1    12
  3.0737071546166522E-01 a      2869     0   120     1    13
 -2.0555623148825259E+00 a      2870     0   120     1    14
  1.4174725964380122E+00 a      2871     0   120     1    15
 -4.1495980826477394E+00 a      2872     0   120     1    16
  2.6973263446492213E-01 a      2873     0   120     1    17
 -3.1211836985041144E+00 a      2874     0   120     1    18
 -8.2114976292246533E-01 a      2875     0   120     1    19
 -1.4467257319143398E+00 a      2876     0   120     1    20
  3.0638201390154962E-01 a      2877     0   120     1    21
 -1.3874277287093810E+00 a      2878     0   120     1    22
 -1.0416483044848175E+00 a      2879     0   120     1    23
 -2.7123875095856498E+00 a      2880     0   120     1    24
  3.0139531540523429E-01 b      2881     1     1
 -3.6089928367789120E-01 b      2882     1     2
 -5.3958088978281749E-01 b      2883     1     3
 -5.7988386787157364E-01 b      2884     1     4
  2.3716822407325661E-01 b      2885     1     5
 -6.5623788854695475E-01 b      2886     1     6
 -2.4801662301216099E-01 b      2887     1     7
 -2.4511281733598697E-01 b      2888     1     8
 -5.1870751554702055E-01 b      2889     1     9
 -2.0187509501020642E-01 b      2890     1    10
  6.5065810153894432E-01 b      2891     1    11
 -5.9993101703166674E-01 b      2892     1    12
  3.4416750229892779E-01 b      2893     1    13
  4.1136106873688677E-01 b      2894     1    14
 -3.9581009161563374E-01 b      2895     1    15
 -4.1737849075675409E-01 b      2896     1    16
  5.4463248195962888E-01 b      2897     1    17
  3.1069857077865837E-01 b      2898     1    18
 -3.1007955611411586E-01 b      2899     1    19
 -7.5988589103883275E-01 b      2900     1    20
  4.6985324792050082E-01 b      2901     1    21
 -6.4778324622672279E-01 b      2902     1    22
 -1.9473230356848215E-01 b      2903     1    23
 -3.0188479841185567E-01 b      2904     1    24
  6.5361356916571378E-01 a      2905     1     1     2     1
 -9.8084231979210026E-02 a      2906     1     1     2     2
 -2.9898632571720101E+00 a      2907     1     1     2     3
 -1.6206873913440092E-01 a      2908     1     1     2     4
 -3.1260619232895710E+00 a      2909     1     1     2     5
 -8.1818558574699407E-01 a      2910     1     1     2     6
 -1.6377080642448136E+00 a      2911     1     1     2     7
 -2.6519697321190745E+00 a      2912     1     1     2     8
 -1.4534192725972739E-01 a      2913     1     1     2     9
 -1.7581174389769838E+00 a      2914     1     1     2    10
 -3.9386618822510000E+00 a      2915     1     1     2    11
  4.9123375217033494E-01 a      2916     1     1     2    12
  9.0940127018878525E-01 a      2917     1     1     2    13
 -1.7899084141027972E+00 a      2918     1     1     2    14
  1.0590365220746316E+00 a      2919     1     1     2    15
 -2.3513725644436476E-01 a      2920     1     1     2    16
  8.7621960509772345E-01 a      2921     1     1     2    17
  4.6595655618788658E+00 a      2922     1     1     2    18
  1.5426016547578589E+00 a      2923     1     1     2    19
 -8.4951617580284966E-01 a      2924     1     1     2    20
 -3.8086969150903323E+00 a      2925     1     1     2    21
  2.9734502559668663E-01 a      2926     1     1     2    22
 -9.1148327600572776E-01 a      2927     1     1     2    23
  3.0766340849104057E+00 a      2928     1     1     2    24
 -1.6784397554499202E+00 a      2929     1     2     2     1
  4.2886914610611526E-01 a      2930     1     2     2     2
  3.2669850688455626E+00 a      2931     1     2     2     3
  2.5641725850172823E+00 a      2932     1     2     2     4
 -4.1445638701767185E-01 a      2933     1     2     2     5
 -1.6437186681694840E+00 a      2934     1     2     2     6
  7.2039990366908890E-01 a      2935     1     2     2     7
 -2.5971128630131539E+00 a      2936     1     2     2     8
 -4.9231275979558659E-01 a      2937     1     2     2     9
  1.3111743761301350E-01 a      2938     1     2     2    10
  9.4630830222353683E+00 a      2939     1     2     2    11
 -1.4201347172319134E+00 a      2940     1     2     2    12
  2.8977836402466441E+00 a      2941     1     2     2    13
  2.8283368823561736E+00 a      2942     1     2     2    14
 -1.3965524424839908E+00 a      2943     1     2     2    15
  7.9338972844422950E-01 a      2944     1     2     2    16
  1.7592831954171653E+00 a      2945     1     2     2    17
 -3.2691379900864082E-01 a      2946     1     2     2    18
 -1.1765170380609202E+00 a      2947     1     2     2    19
  2.3005147132824986E+00 a      2948     1     2     2    20
 -7.6961428766834139E-01 a      2949     1     2     2    21
 -5.2169466519324104E-01 a      2950     1     2     2    22
  1.8074631197106990E+00 a      2951     1     2     2    23
 -1.6539079675445248E-01 a      2952     1     2     2    24
 -4.7914700733167165E-01 a      2953     1     3     2     1
  1.0295950106632386E-01 a      2954     1     3     2     2
 -2.9207184026099311E+00 a      2955     1     3     2     3
  7.8829196213474839E-01 a      2956     1     3     2     4
 -1.7392989317868932E-01 a      2957     1     3     2     5
  1.1489283502252317E+00 a      2958     1     3     2     6
 -6.2266470087039916E-01 a      2959     1     3     2     7
  1.0194240413856526E+00 a      2960     1     3     2     8
  4.7170815569261915E-01 a      2961     1     3     2     9
 -1.0988560140787633E-01 a      2962     1     3     2    10
 -1.0525036484790564E+00 a      2963     1     3     2    11
  7.5886540839865413E-01 a      2964     1     3     2    12
 -2.8513637839971240E-01 a      2965     1     3     2    13
 -1.0197240709999758E-01 a      2966     1     3     2    14
  5.5231316805965625E-01 a      2967     1     3     2    15
 -2.2456059931244945E+00 a      2968     1     3     2    16
  1.6164311082202690E-01 a      2969     1     3     2    17
  1.4888826636340227E+00 a      2970     1     3     2    18
  9.3769180877456926E-01 a      2971     1     3     2    19
 -1.8916764982264185E+00 a      2972     1     3     2    20
 -3.2246209247375340E-01 a      2973     1     3     2    21
  1.3697758440194325E+00 a      2974     1     3     2    22
 -1.1856166283119567E+00 a      2975     1     3     2    23
 -5.8454596100513767E-01 a      2976     1     3     2    24
 -2.0618764456986107E+00 a      2977     1     4     2     1
 -1.8296521081833053E+00 a      2978     1     4     2     2
  1.6193251930699357E-01 a      2979     1     4     2     3
  1.1952353943003502E+00 a      2980     1     4     2     4
 -7.0707213991738294E-01 a      2981     1     4     2     5
 -9.2859085497312366E-01 a      2982     1     4     2     6
 -4.0196386628511632E-01 a      2983     1     4     2     7
 -1.2929571315124899E-01 a      2984     1     4     2     8
  6.7459892474404326E-01 a      2985     1     4     2     9
  7.2380331738523174E-01 a      2986     1     4     2    10
  1.9025638588596627E-01 a      2987     1     4     2    11
  1.4142912972118193E-01 a      2988     1     4     2    12
 -1.1675095571809873E+00 a      2989     1     4     2    13
 -6.5421554875596033E-01 a      2990     1     4     2    14
 -1.1502328912358912E+00 a      2991     1     4     2    15
  8.4476093692054888E-01 a      2992     1     4     2    16
  1.9672776278111934E-01 a      2993     1     4     2    17
  4.6974400955947437E-01 a      2994     1     4     2    18
  3.7576204903545726E-02 a      2995     1     4     2    19
 -2.7653337515777471E-01 a      2996     1     4     2    20
  3.6603990498498423E-01 a      2997     1     4     2    21
 -1.7288958929702374E+00 a      2998     1     4     2    22
 -1.1452185213461051E-01 a      2999     1     4     2    23
  2.4330051944630574E-01 a      3000     1     4     2    24
 -4.6868828328974221E-01 a      3001     1     5     2     1
  6.2583493488362563E-01 a      3002     1     5     2     2
 -1.9163021702546628E+00 a      3003     1     5     2     3
  4.9343393804057278E-01 a      3004     1     5     2     4
  2.2905971663272637E-01 a      3005     1     5     2     5
 -3.9227808115452756E-01 a      3006     1     5     2     6
  1.4620020437693291E+00 a      3007     1     5     2     7
  2.7981202864040311E-01 a      3008     1     5     2     8
  8.5004801527897911E-01 a      3009     1     5     2     9
  4.4326349863346809E-01 a      3010     1     5     2    10
  1.7872150586744903E-01 a      3011     1     5     2    11
 -1.2772934293108578E+00 a      3012     1     5     2    12
  1.7583133591981556E-01 a      3013     1     5     2    13
  4.4261056409797890E+00 a      3014     1     5     2    14
  1.4754928974716095E+00 a      3015     1     5     2    15
  1.2997922797950865E+00 a      3016     1     5     2    16
  6.7156110677743319E-01 a      3017     1     5     2    17
 -9.5478835762808700E-01 a      3018     1     5     2    18
 -7.5182074243271377E-02 a      3019     1     5     2    19
  1.8356821588715186E+00 a      3020     1     5     2    20
  1.0036918045847507E+00 a      3021     1     5     2    21
  4.5849958252836185E+00 a      3022     1     5     2    22
  1.5350275407901945E-01 a      3023     1     5     2    23
 -1.8080341563617350E-01 a      3024     1     5     2    24
 -8.1200594325754083E-01 a      3025     1     6     2     1
  1.0767916631907350E+00 a      3026     1     6     2     2
  7.9147788866687563E-01 a      3027     1     6     2     3
  1.8659564824538637E+00 a      3028     1     6     2     4
  6.0839170703198486E-01 a      3029     1     6     2     5
 -9.4055417573324127E-02 a      3030     1     6     2     6
 -1.3258789210064603E+00 a      3031     1     6     2     7
  3.3448298286457800E-01 a      3032     1     6     2     8
  8.3783303914735041E-01 a      3033     1     6     2     9
  1.1587329574846758E-01 a      3034     1     6     2    10
 -6.5117801364773298E-01 a      3035     1     6     2    11
  1.4685396228097880E+00 a      3036     1     6     2    12
 -3.5375690519233027E-01 a      3037     1     6     2    13
 -1.2269022830291558E+00 a      3038     1     6     2    14
 -4.9939463842990250E-01 a      3039     1     6     2    15
  1.7512633002948652E-01 a      3040     1     6     2    16
  3.8044012067517297E-01 a      3041     1     6     2    17
 -9.8388974407741159E-01 a      3042     1     6     2    18
 -2.4437680305467044E-02 a      3043     1     6     2    19
 -8.3377030045357126E-01 a      3044     1     6     2    20
  1.6910266916042832E-01 a      3045     1     6     2    21
  1.6260026088832744E+00 a      3046     1     6     2    22
  4.2326708310333711E-01 a      3047     1     6     2    23
  6.8201600221121383E-01 a      3048     1     6     2    24
  1.7131364636149833E+00 a      3049     1     7     2     1
 -1.9582131912036949E+00 a      3050     1     7     2     2
 -6.8654741047383283E-01 a      3051     1     7     2     3
  1.2604531372422596E+00 a      3052     1     7     2     4
 -9.6480682923176886E-01 a      3053     1     7     2     5
  8.9852350969761255E-02 a      3054     1     7     2     6
  2.8919373919351249E-01 a      3055     1     7     2     7
  5.3754421318780932E-01 a      3056     1     7     2     8
 -1.4528546708425860E-01 a      3057     1     7     2     9
 -2.2452207401174562E-01 a      3058     1     7     2    10
 -6.5381245462325399E-01 a      3059     1     7     2    11
  2.6921627072082508E+00 a      3060     1     7     2    12
  4.4464640714050518E-01 a      3061     1     7     2    13
  6.8416845531720016E-01 a      3062     1     7     2    14
  9.2187956660793513E-01 a      3063     1     7     2    15
  2.6732598398852061E+00 a      3064     1     7     2    16
 -2.0287839014274597E-01 a      3065     1     7     2    17
 -2.3814653118304170E+00 a      3066     1     7     2    18
  3.5980358201161072E-01 a      3067     1     7     2    19
 -4.6071123193604396E-01 a      3068     1     7     2    20
  4.6852515204501283E-01 a      3069     1     7     2    21
 -5.4550053825906319E-01 a      3070     1     7     2    22
 -1.1884385994908051E+00 a      3071     1     7     2    23
  1.0687626627973283E+00 a      3072     1     7     2    24
 -5.6788120306824241E-01 a      3073     1     8     2     1
  7.0275622889736988E-01 a      3074     1     8     2     2
 -7.4716133887940028E-01 a      3075     1     8     2     3
 -1.9492381832010883E+00 a      3076     1     8     2     4
 -3.9447516630010983E-03 a      3077     1     8     2     5
 -3.7711493827285686E-01 a      3078     1     8     2     6
  9.1528603814256582E-01 a      3079     1     8     2     7
  3.5936588616336662E-01 a      3080     1     8     2     8
  4.2612965330563196E-01 a      3081     1     8     2     9
  4.4243706826855533E-01 a      3082     1     8     2    10
  1.2612073534850550E+00 a      3083     1     8     2    11
 -1.3972387461830498E+00 a      3084     1     8     2    12
  1.3376030719561910E-01 a      3085     1     8     2    13
 -2.7252812282881704E+00 a      3086     1     8     2    14
 -5.5651081126990021E-01 a      3087     1     8     2    15
 -2.6519079082523014E+00 a      3088     1     8     2    16
 -7.5003929061070757E-02 a      3089     1     8     2    17
 -1.2988217267900710E+00 a      3090     1     8     2    18
  1.6468864361953182E+00 a      3091     1     8     2    19
  1.1433486842260896E+00 a      3092     1     8     2    20
  1.0081795856370708E+00 a      3093     1     8     2    21
  1.6779268097176370E+00 a      3094     1     8     2    22
  1.1606840687102722E+00 a      3095     1     8     2    23
  6.4464396893244269E-01 a      3096     1     8     2    24
  5.9353416685596028E-01 a      3097     1     9     2     1
 -2.6808571593332520E-01 a      3098     1     9     2     2
  2.5863087702415140E+00 a      3099     1     9     2     3
  5.0716256668940662E-01 a      3100     1     9     2     4
 -4.4789120507635066E-01 a      3101     1     9     2     5
 -2.1550099510773544E+00 a      3102     1     9     2     6
 -1.9594099442868668E-01 a      3103     1     9     2     7
 -8.4075338715192105E-01 a      3104     1     9     2     8
  1.2069372157905153E-01 a      3105     1     9     2     9
 -6.2858491318286014E-01 a      3106     1     9     2    10
  9.5744694352897730E-01 a      3107     1     9     2    11
 -1.5640496848766269E-01 a      3108     1     9     2    12
 -3.5525086361677860E-01 a      3109     1     9     2    13
 -1.1026467423589763E+00 a      3110     1     9     2    14
 -9.2451394362975381E-01 a      3111     1     9     2    15
 -1.5212430348057482E+00 a      3112     1     9     2    16
 -1.4681331108265044E-01 a      3113     1     9     2    17
  2.6484513778011545E+00 a      3114     1     9     2    18
 -9.8935030041192096E-01 a      3115     1     9     2    19
 -1.7912088943935855E-01 a      3116     1     9     2    20
  2.4683103325422612E-01 a      3117     1     9     2    21
 -4.8569998621609090E-01 a      3118     1     9     2    22
 -4.8295127249067282E-01 a      3119     1     9     2    23
 -2.7197247868898283E-01 a      3120     1     9     2    24
 -2.3433337530197171E+00 a      3121     1    10     2     1
  1.4195924923986278E+00 a      3122     1    10     2     2
 -4.8367431933618882E-01 a      3123     1    10     2     3
 -1.0875292258714406E+00 a      3124     1    10     2     4
  7.0000946748315063E-01 a      3125     1    10     2     5
  2.0160001539716350E+00 a      3126     1    10     2     6
  2.1920663385125443E+00 a      3127     1    10     2     7
  4.8403778439163716E+00 a      3128     1    10     2     8
  9.0535945998447470E-02 a      3129     1    10     2     9
  2.8699371047003783E+00 a      3130     1    10     2    10
  1.6089370932585521E+00 a      3131     1    10     2    11
  1.4462897150443524E-01 a      3132     1    10     2    12
  1.5355970823523326E+00 a      3133     1    10     2    13
  1.2272310047303920E+00 a      3134     1    10     2    14
  1.2350292891854457E+00 a      3135     1    10     2    15
 -1.9537600557827595E+00 a      3136     1    10     2    16
  8.5176057374687461E-02 a      3137     1    10     2    17
 -3.5157706678964795E-01 a      3138     1    10     2    18
 -1.6776425810979636E+00 a      3139     1    10     2    19
 -2.6734990868107533E+00 a      3140     1    10     2    20
  2.5600951915226000E+00 a      3141     1    10     2    21
 -6.5102279107314098E-01 a      3142     1    10     2    22
 -2.9297719512971008E+00 a      3143     1    10     2    23
  2.0016379151821004E-02 a      3144     1    10     2    24
  5.2552999320252292E-01 a      3145     1    11     2     1
  4.3128657137453463E-01 a      3146     1    11     2     2
  3.5308612344520629E-01 a      3147     1    11     2     3
 -7.2526424440857817E-01 a      3148     1    11     2     4
 -7.5954715588437594E-01 a      3149     1    11     2     5
  7.2266563718710064E-01 a      3150     1    11     2     6
  9.2144351857705364E-01 a      3151     1    11     2     7
 -1.6808002640824256E+00 a      3152     1    11     2     8
 -3.8979043921458978E-01 a      3153     1    11     2     9
  4.8814538619140796E-01 a      3154     1    11     2    10
 -2.7484049371169622E-01 a      3155     1    11     2    11
 -5.3315233562826325E-01 a      3156     1    11     2    12
 -9.6295337763121741E-02 a      3157     1    11     2    13
  5.3506810074815925E-01 a      3158     1    11     2    14
  4.7769832802455592E-01 a      3159     1    11     2    15
 -1.3131497572563462E+00 a      3160     1    11     2    16
 -1.8576590083041949E-01 a      3161     1    11     2    17
  2.5175534286095709E+00 a      3162     1    11     2    18
 -8.2933521986451419E-01 a      3163     1    11     2    19
 -3.6440020475404683E-01 a      3164     1    11     2    20
  4.3537256554939163E-01 a      3165     1    11     2    21
 -1.1599177506400695E+00 a      3166     1    11     2    22
  1.1815052762679168E+00 a      3167     1    11     2    23
  2.5954293737422945E-01 a      3168     1    11     2    24
  1.1963977268446599E+00 a      3169     1    12     2     1
  8.9727589842272615E-01 a      3170     1    12     2     2
 -1.8937690902437229E-01 a      3171     1    12     2     3
 -4.6514014089056310E-01 a      3172     1    12     2     4
  1.7223418570830149E+00 a      3173     1    12     2     5
  1.1160841280178937E-02 a      3174     1    12     2     6
  1.9275338170535650E+00 a      3175     1    12     2     7
 -8.3742728862111637E-01 a      3176     1    12     2     8
