################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.7663641526161403E-01 a      1698     0    71     1    18
 -1.6299438273574525E+00 a      1699     0    71     1    19
 -6.4869177417948221E+00 a      1700     0    71     1    20
 -5.9672811670624233E+00 a      1701     0    71     1    21
  8.0608828799126133E+00 a      1702     0    71     1    22
 -1.3420687809098498E+01 a      1703     0    71     1    23
  3.7313842010111347E+00 a      1704     0    71     1    24
  1.1634936951479871E+00 a      1705     0    72     1     1
  5.7051745493459460E+00 a      1706     0    72     1     2
 -5.4378716504423990E+00 a      1707     0    72     1     3
  1.8354249741068696E+00 a      1708     0    72     1     4
 -7.5416425729797991E+00 a      1709     0    72     1     5
  4.8487470488233493E+00 a      1710     0    72     1     6
 -2.2759199113327373E+01 a      1711     0    72     1     7
  9.7729563152436294E-01 a      1712     0    72     1     8
  1.3839367807558638E+01 a      1713     0    72     1     9
 -1.2756476450054071E+00 a      1714     0    72     1    10
  8.9182638447546054E+00 a      1715     0    72     1    11
  2.8867890424070558E-01 a      1716     0    72     1    12
  7.0739492492356399E+00 a      1717     0    72     1    13
  4.3571421531604946E+00 a      1718     0    72     1    14
  4.6185640551044553E+00 a      1719     0    72     1    15
  6.3999223502431313E-01 a      1720     0    72     1    16
  6.0346919464063609E-01 a      1721     0    72     1    17
 -1.0384410179532961E+00 a      1722     0    72     1    18
 -2.0160056514805373E+00 a      1723     0    72     1    19
 -6.3417808108229412E+00 a      1724     0    72     1    20
  2.7495356507468984E+00 a      1725     0    72     1    21
  1.3980154184604926E+01 a      1726     0    72     1    22
 -6.0551748888621946E+00 a      1727     0    72     1    23
  7.8496968674854735E+00 a      1728     0    72     1    24
  1.2680347302196374E+01 a      1729     0    73     1     1
 -5.8807153875604690E-01 a      1730     0    73     1     2
 -1.9650738628186544E+00 a      1731     0    73     1     3
 -4.0675663324098599E+00 a      1732     0    73     1     4
 -9.9001999035693764E+00 a      1733     0    73     1     5
  2.8348089012128330E-01 a      1734     0    73     1     6
  3.8951887265512104E+00 a      1735     0    73     1     7
  1.1165902964949308E+00 a      1736     0    73     1     8
 -2.0252786538866441E+00 a      1737     0    73     1     9
 -8.4422660577777080E+00 a      1738     0    73     1    10
  9.6456370414202581E+00 a      1739     0    73     1    11
  8.6387652612497483E+00 a      1740     0    73     1    12
  5.3806986769925702E+00 a      1741     0    73     1    13
 -3.8253586626814604E+00 a      1742     0    73     1    14
 -2.1746139553498169E+00 a      1743     0    73     1    15
  6.5551424087549286E+00 a      1744     0    73     1    16
 -2.0271574588827646E+00 a      1745     0    73     1    17
 -1.0572069393077536E+01 a      1746     0    73     1    18
  3.5169687654600393E-02 a      1747     0    73     1    19
 -6.6427857831524477E+00 a      1748     0    73     1    20
  7.4519084801586057E+00 a      1749     0    73     1    21
  9.8871469646515457E+00 a      1750     0    73     1    22
  3.8981809352429531E-01 a      1751     0    73     1    23
 -3.4315197684416421E+00 a      1752     0    73     1    24
 -3.7713780830124835E+00 a      1753     0    74     1     1
  2.0288741282307217E+00 a      1754     0    74     1     2
 -1.8424110265815035E+00 a      1755     0    74     1     3
  3.4845446398775866E+00 a      1756     0    74     1     4
 -1.4321093455472884E+01 a      1757     0    74     1     5
  7.3100269362991908E+00 a      1758     0    74     1     6
 -4.0288331209221493E+00 a      1759     0    74     1     7
 -6.2990934807548096E-02 a      1760     0    74     1     8
 -5.5138073305745596E+00 a      1761     0    74     1     9
  1.0390290576736886E+01 a      1762     0    74     1    10
  1.5768029574709035E+00 a      1763     0    74     1    11
 -2.5280857537225323E+00 a      1764     0    74     1    12
  1.5021925469758047E+01 a      1765     0    74     1    13
 -3.2929475910964259E+00 a      1766     0    74     1    14
  1.5109375342054423E+00 a      1767     0    74     1    15
  3.8920051016476878E+00 a      1768     0    74     1    16
  8.5782835856771289E+00 a      1769     0    74     1    17
  2.2025154308561645E+00 a      1770     0    74     1    18
 -1.6928154610089539E+01 a      1771     0    74     1    19
  3.6505977301183865E-02 a      1772     0    74     1    20
  4.8757469351001106E+00 a      1773     0    74     1    21
  6.5472002137537935E+00 a      1774     0    74     1    22
 -1.4202851776634715E+01 a      1775     0    74     1    23
 -7.5587456494274967E+00 a      1776     0    74     1    24
  5.9100944780918843E+00 a      1777     0    75     1     1
 -7.1119853493136764E+00 a      1778     0    75     1     2
 -2.8475917083791726E+00 a      1779     0    75     1     3
 -5.9830858386791945E+00 a      1780     0    75     1     4
 -2.1784533260055317E+00 a      1781     0    75     1     5
  1.0264802577586476E+01 a      1782     0    75     1     6
  2.0305324343663931E+00 a      1783     0    75     1     7
 -3.8980655573037430E+00 a      1784     0    75     1     8
  1.2587241905140540E+00 a      1785     0    75     1     9
 -1.1291330772371849E+01 a      1786     0    75     1    10
 -6.6743296263204934E+00 a      1787     0    75     1    11
 -4.6487378226050726E+00 a      1788     0    75     1    12
  2.1557498031217519E+00 a      1789     0    75     1    13
  4.9117047826144091E+00 a      1790     0    75     1    14
  8.2992061472525034E+00 a      1791     0    75     1    15
 -3.4533533687418960E+00 a      1792     0    75     1    16
 -7.9505995349839698E-01 a      1793     0    75     1    17
 -6.5956936399478252E+00 a      1794     0    75     1    18
  3.7376970425301757E+00 a      1795     0    75     1    19
 -1.0489009733260435E+01 a      1796     0    75     1    20
 -3.8604983230318366E+00 a      1797     0    75     1    21
  4.6117552491345544E+00 a      1798     0    75     1    22
 -8.7863952684200619E+00 a      1799     0    75     1    23
  9.3706314979238936E+00 a      1800     0    75     1    24
 -1.0675440852839357E+01 a      1801     0    76     1     1
  3.0197929551729348E+00 a      1802     0    76     1     2
 -4.8155127646856135E+00 a      1803     0    76     1     3
  5.0554163448248453E+00 a      1804     0    76     1     4
  1.2401554133064236E+01 a      1805     0    76     1     5
  1.1063565598854186E+01 a      1806     0    76     1     6
 -8.5456267785998741E-01 a      1807     0    76     1     7
 -2.2724801922934148E+00 a      1808     0    76     1     8
 -8.3628616415510191E+00 a      1809     0    76     1     9
 -5.3127909888495424E+00 a      1810     0    76     1    10
  2.8569814686668860E+00 a      1811     0    76     1    11
 -1.2014288067526838E+01 a      1812     0    76     1    12
  8.3006529304209153E-01 a      1813     0    76     1    13
  2.6242729211546174E+00 a      1814     0    76     1    14
 -3.4140989143777114E+00 a      1815     0    76     1    15
 -2.2304226986083233E+01 a      1816     0    76     1    16
 -1.5675010823821367E+01 a      1817     0    76     1    17
  9.8706103638313767E+00 a      1818     0    76     1    18
  1.0781174868670087E+01 a      1819     0    76     1    19
 -2.8786169707134022E+00 a      1820     0    76     1    20
 -5.8355052649469759E+00 a      1821     0    76     1    21
 -6.7870153033437450E+00 a      1822     0    76     1    22
 -2.5353551317302769E+00 a      1823     0    76     1    23
 -2.6301107281613931E+00 a      1824     0    76     1    24
  3.3499370131251749E+00 a      1825     0    77     1     1
 -7.4012381411764956E+00 a      1826     0    77     1     2
 -2.0959117449025642E+00 a      1827     0    77     1     3
  9.2175591728503719E+00 a      1828     0    77     1     4
  1.0190695129204064E+01 a      1829     0    77     1     5
 -1.1436942683928928E+00 a      1830     0    77     1     6
 -9.7468899649078331E+00 a      1831     0    77     1     7
  4.1447646224556900E+00 a      1832     0    77     1     8
  1.1349969099388666E+01 a      1833     0    77     1     9
  6.5583708117654300E+00 a      1834     0    77     1    10
  3.9610485293572570E+00 a      1835     0    77     1    11
 -5.7300040952824398E+00 a      1836     0    77     1    12
  1.5027138331577619E+00 a      1837     0    77     1    13
 -1.0702605422933438E+00 a      1838     0    77     1    14
 -1.6576550379107295E+00 a      1839     0    77     1    15
  3.7327387869962383E+00 a      1840     0    77     1    16
 -2.0378421603109769E+00 a      1841     0    77     1    17
 -1.5912228231883953E+01 a      1842     0    77     1    18
 -6.5619006082861082E+00 a      1843     0    77     1    19
  1.0914877483507455E+01 a      1844     0    77     1    20
  5.0271611658715933E+00 a      1845     0    77     1    21
  9.2546008603592078E-01 a      1846     0    77     1    22
 -1.2705694743260464E+01 a      1847     0    77     1    23
  5.0555582810240960E+00 a      1848     0    77     1    24
 -9.0323662104324010E-01 a      1849     0    78     1     1
  5.1476371664370673E+00 a      1850     0    78     1     2
  2.6789238622936522E+00 a      1851     0    78     1     3
 -8.6397402416550921E+00 a      1852     0    78     1     4
 -3.0927457372184168E+00 a      1853     0    78     1     5
  3.6308983978982767E+00 a      1854     0    78     1     6
  9.5562131824832441E+00 a      1855     0    78     1     7
 -1.7352888834765103E+01 a      1856     0    78     1     8
 -1.0793933128106694E+01 a      1857     0    78     1     9
 -2.1780380611100165E+00 a      1858     0    78     1    10
  3.8746943285244444E+00 a      1859     0    78     1    11
  7.0355225296458714E+00 a      1860     0    78     1    12
 -3.7763387746654303E-01 a      1861     0    78     1    13
 -5.5806323486617204E+00 a      1862     0    78     1    14
  3.1038246029908589E+00 a      1863     0    78     1    15
 -7.4766499568464191E+00 a      1864     0    78     1    16
  8.9782091288568366E-01 a      1865     0    78     1    17
  5.4460296505303001E+00 a      1866     0    78     1    18
  2.6305973708342525E+00 a      1867     0    78     1    19
 -6.6586554865469658E+00 a      1868     0    78     1    20
  3.1995675790586051E+00 a      1869     0    78     1    21
  9.4830691804865932E+00 a      1870     0    78     1    22
 -9.5982849336401923E+00 a      1871     0    78     1    23
 -1.9480054026548377E+01 a      1872     0    78     1    24
 -4.0554828554539171E+00 a      1873     0    79     1     1
 -8.1316929159071236E+00 a      1874     0    79     1     2
 -1.5056193674622347E+00 a      1875     0    79     1     3
 -9.2736072640857810E+00 a      1876     0    79     1     4
 -1.6802849601754696E-01 a      1877     0    79     1     5
  4.8692563504737620E+00 a      1878     0    79     1     6
  1.0755909491844846E+00 a      1879     0    79     1     7
  4.7042787295309246E-01 a      1880     0    79     1     8
  6.3211800325914993E+00 a      1881     0    79     1     9
  2.6811369931869478E+00 a      1882     0    79     1    10
  7.3909236091981523E+00 a      1883     0    79     1    11
  6.1397594763706342E+00 a      1884     0    79     1    12
 -2.0236546429208579E+00 a      1885     0    79     1    13
  4.4042907292035842E+00 a      1886     0    79     1    14
  2.4924359619343233E+00 a      1887     0    79     1    15
  4.3596789866799996E+00 a      1888     0    79     1    16
 -5.9900428778433588E+00 a      1889     0    79     1    17
 -9.7614856937705081E+00 a      1890     0    79     1    18
  1.7357742685185236E+00 a      1891     0    79     1    19
  7.2091645261706061E+00 a      1892     0    79     1    20
 -5.0159509143653942E+00 a      1893     0    79     1    21
  3.2636169612465653E+00 a      1894     0    79     1    22
  6.9182495619405648E-01 a      1895     0    79     1    23
 -6.6246486163196261E-01 a      1896     0    79     1    24
  9.4791071925067314E+00 a      1897     0    80     1     1
  3.6820389018483990E+00 a      1898     0    80     1     2
  7.7730170191790586E+00 a      1899     0    80     1     3
 -1.4671163483285974E+00 a      1900     0    80     1     4
 -4.1901005628390910E+00 a      1901     0    80     1     5
 -5.4444668651817774E-01 a      1902     0    80     1     6
  4.3301074601937406E-01 a      1903     0    80     1     7
 -1.5715095760121256E+00 a      1904     0    80     1     8
 -7.3873194946969516E+00 a      1905     0    80     1     9
  4.4573359439036766E+00 a      1906     0    80     1    10
  2.7503912956487020E-01 a      1907     0    80     1    11
  8.9187776685754727E+00 a      1908     0    80     1    12
 -9.9929923304937407E-01 a      1909     0    80     1    13
  9.6660890669861814E+00 a      1910     0    80     1    14
 -7.4264687472110573E+00 a      1911     0    80     1    15
 -3.8875582420244550E+00 a      1912     0    80     1    16
  1.2310184942500277E+00 a      1913     0    80     1    17
  1.9430648075843053E+00 a      1914     0    80     1    18
 -5.4915686395472736E-02 a      1915     0    80     1    19
  1.7021248168299019E-01 a      1916     0    80     1    20
 -2.8768227675843341E+00 a      1917     0    80     1    21
 -8.6399214591949853E+00 a      1918     0    80     1    22
 -1.2499452343957149E+00 a      1919     0    80     1    23
  2.1380819987018018E+00 a      1920     0    80     1    24
  4.1586968860179399E+00 a      1921     0    81     1     1
  8.3482598410526698E+00 a      1922     0    81     1     2
 -8.5723654181543729E+00 a      1923     0    81     1     3
 -8.7177121470121595E+00 a      1924     0    81     1     4
 -5.9331617025664976E+00 a      1925     0    81     1     5
 -2.1755826718422853E+00 a      1926     0    81     1     6
  1.0081312623780528E+01 a      1927     0    81     1     7
  2.3345689354784711E+00 a      1928     0    81     1     8
  7.7582128020781838E+00 a      1929     0    81     1     9
 -9.4669227920953745E+00 a      1930     0    81     1    10
 -4.2087467776048362E+00 a      1931     0    81     1    11
  2.1342021140741108E+00 a      1932     0    81     1    12
  7.6051756709143721E+00 a      1933     0    81     1    13
  1.3245694290854015E+01 a      1934     0    81     1    14
 -3.1178608004642705E-01 a      1935     0    81     1    15
  3.9310446339742513E+00 a      1936     0    81     1    16
  7.5464899648793144E+00 a      1937     0    81     1    17
  5.0842063316374668E+00 a      1938     0    81     1    18
 -2.2017662977321217E+00 a      1939     0    81     1    19
 -2.5122691603570897E+00 a      1940     0    81     1    20
 -4.8275120909503517E+00 a      1941     0    81     1    21
 -4.3259838619100044E-01 a      1942     0    81     1    22
  6.5684177255429770E+00 a      1943     0    81     1    23
  1.3896679040118867E+01 a      1944     0    81     1    24
 -2.1127020090341313E+00 a      1945     0    82     1     1
  2.6643970986428580E+00 a      1946     0    82     1     2
 -3.8684289135730929E+00 a      1947     0    82     1     3
 -5.7062715145499014E+00 a      1948     0    82     1     4
 -1.1453671355441697E+01 a      1949     0    82     1     5
 -5.7970067125634273E-01 a      1950     0    82     1     6
 -5.7772230232174238E+00 a      1951     0    82     1     7
 -2.2551117798847957E+00 a      1952     0    82     1     8
 -1.7036329925117673E-02 a      1953     0    82     1     9
 -6.6693040186457413E+00 a      1954     0    82     1    10
  3.6819976009260591E+00 a      1955     0    82     1    11
  7.5552957401432597E+00 a      1956     0    82     1    12
  4.1605794819065061E+00 a      1957     0    82     1    13
  7.8100158726765967E+00 a      1958     0    82     1    14
  1.6159585265252549E+01 a      1959     0    82     1    15
 -3.5481194429664771E+00 a      1960     0    82     1    16
  2.6184057821731632E+00 a      1961     0    82     1    17
 -2.9898467116374507E+00 a      1962     0    82     1    18
 -9.9387837053547106E+00 a      1963     0    82     1    19
  1.3615803784302521E+01 a      1964     0    82     1    20
 -5.2502342033832790E+00 a      1965     0    82     1    21
 -3.7280880687430318E+00 a      1966     0    82     1    22
  5.1801167931711580E+00 a      1967     0    82     1    23
  5.4211548672880694E+00 a      1968     0    82     1    24
 -3.5432028961846966E+00 a      1969     0    83     1     1
  1.4123560856088291E+01 a      1970     0    83     1     2
 -7.7380217510467713E+00 a      1971     0    83     1     3
 -3.3379640336144210E+00 a      1972     0    83     1     4
 -2.2484041748051320E+00 a      1973     0    83     1     5
 -8.6643434445402150E+00 a      1974     0    83     1     6
 -1.1326464924027286E+00 a      1975     0    83     1     7
 -1.9815141074373857E+00 a      1976     0    83     1     8
  2.0552815449127411E+00 a      1977     0    83     1     9
  6.0232232174472031E+00 a      1978     0    83     1    10
 -3.3389885504432861E+00 a      1979     0    83     1    11
  1.2079482610009370E+01 a      1980     0    83     1    12
 -4.1235338863566460E+00 a      1981     0    83     1    13
  1.1170299106403574E+00 a      1982     0    83     1    14
  3.3010272524062731E+00 a      1983     0    83     1    15
 -6.3902349610745111E+00 a      1984     0    83     1    16
  5.3484639144297130E+00 a      1985     0    83     1    17
  1.1263781155808809E+01 a      1986     0    83     1    18
  1.4471827335303040E+00 a      1987     0    83     1    19
  1.7761627009749124E+00 a      1988     0    83     1    20
  5.1542971623689526E+00 a      1989     0    83     1    21
 -2.1082834082807103E-01 a      1990     0    83     1    22
  1.5306383135589989E+01 a      1991     0    83     1    23
 -7.7654869223946354E+00 a      1992     0    83     1    24
  4.6157678140279081E+00 a      1993     0    84     1     1
 -9.1402923864564478E+00 a      1994     0    84     1     2
  7.0771091691945620E-01 a      1995     0    84     1     3
  5.1845275265341133E+00 a      1996     0    84     1     4
 -3.2475777199618050E+00 a      1997     0    84     1     5
 -4.6472340720797165E+00 a      1998     0    84     1     6
 -1.5180134476239697E+00 a      1999     0    84     1     7
  5.5800887795229981E+00 a      2000     0    84     1     8
  1.2780246145578213E+00 a      2001     0    84     1     9
  1.4126449788838451E+00 a      2002     0    84     1    10
 -2.3509855417878969E+00 a      2003     0    84     1    11
  3.1966889742774480E+00 a      2004     0    84     1    12
  1.7463389479258318E+00 a      2005     0    84     1    13
  1.1236044265624991E+00 a      2006     0    84     1    14
  7.5119611970629014E+00 a      2007     0    84     1    15
 -6.6603353801887124E+00 a      2008     0    84     1    16
 -2.3527626960417285E+00 a      2009     0    84     1    17
 -6.2525927568656747E-01 a      2010     0    84     1    18
  2.8871528119168168E+00 a      2011     0    84     1    19
  3.1257396843132773E-01 a      2012     0    84     1    20
 -4.8940084440074063E+00 a      2013     0    84     1    21
 -1.1953803452819091E+01 a      2014     0    84     1    22
 -1.0047771502230734E+01 a      2015     0    84     1    23
 -5.0459781025314765E+00 a      2016     0    84     1    24
 -1.7391110849765141E+00 a      2017     0    85     1     1
 -7.3739951526933565E+00 a      2018     0    85     1     2
  3.6986363252036978E+00 a      2019     0    85     1     3
  4.3253888054283536E+00 a      2020     0    85     1     4
  3.1648289698173597E+00 a      2021     0    85     1     5
  1.1414210611863348E+01 a      2022     0    85     1     6
  1.3890982600789887E+00 a      2023     0    85     1     7
  1.5041109344352709E+01 a      2024     0    85     1     8
 -5.5287975986389855E+00 a      2025     0    85     1     9
 -6.1455320665361741E+00 a      2026     0    85     1    10
  1.2034008592030476E+00 a      2027     0    85     1    11
 -1.2459315256351553E+00 a      2028     0    85     1    12
 -2.5373328530870816E+00 a      2029     0    85     1    13
  1.3128902456385182E+01 a      2030     0    85     1    14
  4.7621183801777517E-01 a      2031     0    85     1    15
  2.3401406074640860E+00 a      2032     0    85     1    16
 -1.0000528323703131E+00 a      2033     0    85     1    17
 -2.7211285131051861E+00 a      2034     0    85     1    18
 -4.4490425115933210E+00 a      2035     0    85     1    19
 -6.3691024948321822E+00 a      2036     0    85     1    20
 -1.3838454752022843E+01 a      2037     0    85     1    21
 -8.1656777422450499E+00 a      2038     0    85     1    22
  4.4791173321986602E+00 a      2039     0    85     1    23
 -3.9214439141056929E+00 a      2040     0    85     1    24
  7.6518766902752757E+00 a      2041     0    86     1     1
  8.5458476622121005E-01 a      2042     0    86     1     2
 -4.0853183682877576E+00 a      2043     0    86     1     3
 -3.2907136292150101E+00 a      2044     0    86     1     4
  1.2682774420296601E+01 a      2045     0    86     1     5
 -4.5539362866322328E+00 a      2046     0    86     1     6
  6.7801209378317804E+00 a      2047     0    86     1     7
 -1.0073181740565533E+00 a      2048     0    86     1     8
 -5.7033248833226819E+00 a      2049     0    86     1     9
 -1.1254215438236031E+01 a      2050     0    86     1    10
 -5.3614138397929727E+00 a      2051     0    86     1    11
  3.0813793647293259E+00 a      2052     0    86     1    12
 -7.5007841886835669E-01 a      2053     0    86     1    13
 -1.3212457250429144E+00 a      2054     0    86     1    14
  3.5919339474342418E+00 a      2055     0    86     1    15
 -1.4294983054038286E+00 a      2056     0    86     1    16
  7.8729442648234276E+00 a      2057     0    86     1    17
 -2.7158146360848825E+00 a      2058     0    86     1    18
  6.2102258162944253E+00 a      2059     0    86     1    19
  2.9825908655787470E+00 a      2060     0    86     1    20
 -2.7873647280883711E+00 a      2061     0    86     1    21
 -1.0646105384961343E+01 a      2062     0    86     1    22
  5.9662613267809679E+00 a      2063     0    86     1    23
  1.4458648685770923E+00 a      2064     0    86     1    24
  9.5337616175190520E-01 a      2065     0    87     1     1
 -4.5949313624959860E+00 a      2066     0    87     1     2
  7.6167762054798549E-01 a      2067     0    87     1     3
  8.9820673747064586E+00 a      2068     0    87     1     4
  2.7315930206876473E+00 a      2069     0    87     1     5
  7.1031529134589553E+00 a      2070     0    87     1     6
  6.6415109046701835E+00 a      2071     0    87     1     7
  5.1327646809017748E+00 a      2072     0    87     1     8
 -8.4520305646704585E+00 a      2073     0    87     1     9
  4.4375633282454735E-01 a      2074     0    87     1    10
  1.6881587849910756E-01 a      2075     0    87     1    11
  6.9644853842517946E+00 a      2076     0    87     1    12
 -3.5458708714203762E+00 a      2077     0    87     1    13
 -1.2987911511069248E+00 a      2078     0    87     1    14
 -4.9876577535268343E+00 a      2079     0    87     1    15
  1.3060632372636385E+00 a      2080     0    87     1    16
  2.1926248548559119E-01 a      2081     0    87     1    17
  9.7058881895527793E-01 a      2082     0    87     1    18
 -2.5828616524619203E+00 a      2083     0    87     1    19
 -3.8694446468830974E+00 a      2084     0    87     1    20
  2.4348759401604037E+00 a      2085     0    87     1    21
 -1.3426352510907053E-01 a      2086     0    87     1    22
 -6.2801517470606854E+00 a      2087     0    87     1    23
 -5.3323530331557878E+00 a      2088     0    87     1    24
  2.6808920864322068E+00 a      2089     0    88     1     1
 -2.6705800783892641E-01 a      2090     0    88     1     2
 -1.0599244243606840E+01 a      2091     0    88     1     3
  1.2797390786990737E+00 a      2092     0    88     1     4
  4.0170404410428912E-01 a      2093     0    88     1     5
 -9.8591065944902088E+00 a      2094     0    88     1     6
 -1.4018095487364546E+00 a      2095     0    88     1     7
 -7.8111445263869612E+00 a      2096     0    88     1     8
  4.2836565341741775E+00 a      2097     0    88     1     9
 -8.0173277891368422E-01 a      2098     0    88     1    10
 -6.0069337399335705E+00 a      2099     0    88     1    11
  5.3474652620691057E+00 a      2100     0    88     1    12
  1.0614566980060147E+01 a      2101     0    88     1    13
 -9.1901676725543648E+00 a      2102     0    88     1    14
  2.4860860120015316E+00 a      2103     0    88     1    15
 -7.0976225949082608E+00 a      2104     0    88     1    16
 -5.5907287223250934E+00 a      2105     0    88     1    17
  9.3587635425477327E+00 a      2106     0    88     1    18
  1.8982189856761842E+00 a      2107     0    88     1    19
  1.3251835083415295E-01 a      2108     0    88     1    20
 -5.8221935724880836E-01 a      2109     0    88     1    21
 -2.1902877810414187E+00 a      2110     0    88     1    22
 -4.7217013948976438E+00 a      2111     0    88     1    23
 -8.8054575507118518E+00 a      2112     0    88     1    24
 -6.5453797728986087E+00 a      2113     0    89     1     1
  1.3067344248717802E+01 a      2114     0    89     1     2
 -1.3556352894549919E+01 a      2115     0    89     1     3
 -1.3934317462523303E+01 a      2116     0    89     1     4
  8.3010095388488754E+00 a      2117     0    89     1     5
  1.8541362925907592E+01 a      2118     0    89     1     6
  8.5785787693813962E+00 a      2119     0    89     1     7
  1.7751260103213025E+00 a      2120     0    89     1     8
 -5.3498126179612218E+00 a      2121     0    89     1     9
 -4.1467057705285431E+00 a      2122     0    89     1    10
  4.7683669139229075E+00 a      2123     0    89     1    11
 -6.6201037112642123E+00 a      2124     0    89     1    12
 -3.0691104619302449E+00 a      2125     0    89     1    13
 -3.5363821453467321E+00 a      2126     0    89     1    14
  4.1148541167851800E+00 a      2127     0    89     1    15
 -8.9597539777042123E-01 a      2128     0    89     1    16
  1.4697164992183911E+00 a      2129     0    89     1    17
  6.2709354719023427E+00 a      2130     0    89     1    18
 -9.3780310991600377E-02 a      2131     0    89     1    19
  2.7518375409612722E-01 a      2132     0    89     1    20
 -2.8442735861922666E+00 a      2133     0    89     1    21
 -1.3524334311038972E+00 a      2134     0    89     1    22
  1.3466116740803196E+01 a      2135     0    89     1    23
 -1.2157707696146531E+01 a      2136     0    89     1    24
 -6.8584746855234444E+00 a      2137     0    90     1     1
  4.1894462820595342E+00 a      2138     0    90     1     2
  6.0147827243628802E+00 a      2139     0    90     1     3
 -5.4519314115451705E+00 a      2140     0    90     1     4
 -4.6968416874765833E+00 a      2141     0    90     1     5
  2.5111882945868174E+00 a      2142     0    90     1     6
  9.6231120507845205E+00 a      2143     0    90     1     7
 -2.8759039003241420E+00 a      2144     0    90     1     8
 -1.0504253820098826E+01 a      2145     0    90     1     9
  6.0596022748616276E+00 a      2146     0    90     1    10
 -7.1177028062942309E+00 a      2147     0    90     1    11
  4.3563649163248808E-01 a      2148     0    90     1    12
  4.6037851644816030E-01 a      2149     0    90     1    13
  4.2934533714900708E-01 a      2150     0    90     1    14
  2.9018301740180230E+00 a      2151     0    90     1    15
 -5.0236274421806026E+00 a      2152     0    90     1    16
  5.3499653185971692E+00 a      2153     0    90     1    17
 -9.5500076563708411E+00 a      2154     0    90     1    18
  6.5079841413876158E+00 a      2155     0    90     1    19
  3.4163068559905789E+00 a      2156     0    90     1    20
 -6.4250623226019208E+00 a      2157     0    90     1    21
 -5.3305008424455922E+00 a      2158     0    90     1    22
 -7.7309706239950415E+00 a      2159     0    90     1    23
 -3.6213151297887536E+00 a      2160     0    90     1    24
 -5.2163166144340405E+00 a      2161     0    91     1     1
 -4.3379778783338176E+00 a      2162     0    91     1     2
 -4.2228018418223554E+00 a      2163     0    91     1     3
 -1.6996741113190858E-01 a      2164     0    91     1     4
 -1.3286110609815021E+00 a      2165     0    91     1     5
 -2.9417871929489494E+00 a      2166     0    91     1     6
 -2.2253811461175377E+00 a      2167     0    91     1     7
 -1.4504976145980065E+01 a      2168     0    91     1     8
  3.9386815666591746E+00 a      2169     0    91     1     9
 -1.4102872688650856E+00 a      2170     0    91     1    10
 -1.3957343036892730E+01 a      2171     0    91     1    11
 -5.1685675240568285E+00 a      2172     0    91     1    12
 -1.3728855854220129E-01 a      2173     0    91     1    13
  3.5956719993349409E+00 a      2174     0    91     1    14
 -1.1525310492383292E+00 a      2175     0    91     1    15
 -3.7962927815218799E+00 a      2176     0    91     1    16
  7.6826169648336129E-01 a      2177     0    91     1    17
 -3.1467027342809857E+00 a      2178     0    91     1    18
  2.0461230466703118E+00 a      2179     0    91     1    19
  5.9890389275809532E+00 a      2180     0    91     1    20
 -9.8709567854523819E+00 a      2181     0    91     1    21
  5.3252456936545736E+00 a      2182     0    91     1    22
 -3.6481209186815904E+00 a      2183     0    91     1    23
  5.1868071083189493E+00 a      2184     0    91     1    24
 -3.3387319349637889E-01 a      2185     0    92     1     1
 -3.1914196495752343E+00 a      2186     0    92     1     2
 -3.3140651892427795E+00 a      2187     0    92     1     3
 -4.6227619639045168E+00 a      2188     0    92     1     4
 -4.4291320849489813E+00 a      2189     0    92     1     5
 -1.8355693930062111E+00 a      2190     0    92     1     6
 -1.6821655665312933E+00 a      2191     0    92     1     7
  1.1624526338028575E+01 a      2192     0    92     1     8
  1.5655860241810847E+01 a      2193     0    92     1     9
  2.4153571584708686E+00 a      2194     0    92     1    10
 -1.6755676572089881E+00 a      2195     0    92     1    11
  7.0072403769206950E+00 a      2196     0    92     1    12
 -8.2395221900168014E+00 a      2197     0    92     1    13
  7.3275789166379361E+00 a      2198     0    92     1    14
 -3.8829012996451540E+00 a      2199     0    92     1    15
  1.2262910855147835E+00 a      2200     0    92     1    16
 -8.2057253841172688E+00 a      2201     0    92     1    17
 -3.8433663252871644E+00 a      2202     0    92     1    18
  9.0027883323756424E+00 a      2203     0    92     1    19
 -2.4644377285081340E+00 a      2204     0    92     1    20
 -9.4289841358962079E+00 a      2205     0    92     1    21
  1.0475460961882103E+01 a      2206     0    92     1    22
  1.3710286535931592E+01 a      2207     0    92     1    23
  1.1213985259439114E+00 a      2208     0    92     1    24
 -4.6493498986730177E+00 a      2209     0    93     1     1
 -4.0951803250568630E-01 a      2210     0    93     1     2
 -9.1378264877342075E-01 a      2211     0    93     1     3
 -1.3873743478431431E+00 a      2212     0    93     1     4
 -1.0175261592189462E-01 a      2213     0    93     1     5
 -4.9063949422108424E+00 a      2214     0    93     1     6
 -5.7831121392875318E+00 a      2215     0    93     1     7
